Date,Agency,SiteNumber,Flow_cfs,Code
2012-11-30,USGS,06719505,41.3,A
2012-12-01,USGS,06719505,41.7,A
2012-12-02,USGS,06719505,37.8,A
2012-12-03,USGS,06719505,39.4,A
2012-12-04,USGS,06719505,34.7,A
2012-12-05,USGS,06719505,34.1,A
2012-12-06,USGS,06719505,34.6,A
2012-12-07,USGS,06719505,36.1,A
2012-12-08,USGS,06719505,35.7,A
2012-12-09,USGS,06719505,30.7,A
2012-12-10,USGS,06719505,23.8,A
2012-12-11,USGS,06719505,26.3,A:e
2012-12-12,USGS,06719505,26.5,A:e
2012-12-13,USGS,06719505,29.6,A:e
2012-12-14,USGS,06719505,31.2,A:e
2012-12-15,USGS,06719505,32.5,A:e
2012-12-16,USGS,06719505,33.4,A:e
2012-12-17,USGS,06719505,33.2,A:e
2012-12-18,USGS,06719505,34.0,A:e
2012-12-19,USGS,06719505,32.2,A:e
2012-12-20,USGS,06719505,30.7,A:e
2012-12-21,USGS,06719505,32.0,A:e
2012-12-22,USGS,06719505,30.4,A:e
2012-12-23,USGS,06719505,34.8,A:e
2012-12-24,USGS,06719505,30.7,A:e
2012-12-25,USGS,06719505,30.6,A:e
2012-12-26,USGS,06719505,33.0,A:e
2012-12-27,USGS,06719505,34.8,A:e
2012-12-28,USGS,06719505,31.7,A:e
2012-12-29,USGS,06719505,33.5,A:e
2012-12-30,USGS,06719505,33.4,A:e
2012-12-31,USGS,06719505,34.2,A:e
2013-01-01,USGS,06719505,32.0,A:e
2013-01-02,USGS,06719505,31.9,A:e
2013-01-03,USGS,06719505,35.0,A:e
2013-01-04,USGS,06719505,33.4,A:e
2013-01-05,USGS,06719505,31.2,A:e
2013-01-06,USGS,06719505,32.0,A:e
2013-01-07,USGS,06719505,30.2,A:e
2013-01-08,USGS,06719505,29.9,A:e
2013-01-09,USGS,06719505,30.9,A:e
2013-01-10,USGS,06719505,31.5,A:e
2013-01-11,USGS,06719505,31.2,A:e
2013-01-12,USGS,06719505,28.0,A:e
2013-01-13,USGS,06719505,28.8,A:e
2013-01-14,USGS,06719505,28.8,A:e
2013-01-15,USGS,06719505,30.0,A:e
2013-01-16,USGS,06719505,29.4,A:e
2013-01-17,USGS,06719505,30.3,A:e
2013-01-18,USGS,06719505,30.6,A:e
2013-01-19,USGS,06719505,36.0,A:e
2013-01-20,USGS,06719505,36.6,A:e
2013-01-21,USGS,06719505,36.8,A:e
2013-01-22,USGS,06719505,35.1,A:e
2013-01-23,USGS,06719505,33.7,A:e
2013-01-24,USGS,06719505,33.5,A:e
2013-01-25,USGS,06719505,34.4,A:e
2013-01-26,USGS,06719505,34.0,A:e
2013-01-27,USGS,06719505,33.3,A:e
2013-01-28,USGS,06719505,30.4,A:e
2013-01-29,USGS,06719505,31.0,A:e
2013-01-30,USGS,06719505,28.3,A:e
2013-01-31,USGS,06719505,27.7,A:e
2013-02-01,USGS,06719505,30.9,A:e
2013-02-02,USGS,06719505,29.9,A:e
2013-02-03,USGS,06719505,31.7,A:e
2013-02-04,USGS,06719505,31.9,A:e
2013-02-05,USGS,06719505,33.0,A:e
2013-02-06,USGS,06719505,31.6,A:e
2013-02-07,USGS,06719505,29.9,A:e
2013-02-08,USGS,06719505,31.0,A:e
2013-02-09,USGS,06719505,30.3,A:e
2013-02-10,USGS,06719505,29.8,A:e
2013-02-11,USGS,06719505,29.4,A:e
2013-02-12,USGS,06719505,27.7,A:e
2013-02-13,USGS,06719505,28.5,A:e
2013-02-14,USGS,06719505,29.2,A:e
2013-02-15,USGS,06719505,30.2,A:e
2013-02-16,USGS,06719505,30.7,A:e
2013-02-17,USGS,06719505,29.4,A:e
2013-02-18,USGS,06719505,29.3,A:e
2013-02-19,USGS,06719505,28.7,A:e
2013-02-20,USGS,06719505,28.0,A:e
2013-02-21,USGS,06719505,27.5,A:e
2013-02-22,USGS,06719505,27.0,A:e
2013-02-23,USGS,06719505,28.2,A:e
2013-02-24,USGS,06719505,30.0,A:e
2013-02-25,USGS,06719505,30.4,A:e
2013-02-26,USGS,06719505,30.7,A:e
2013-02-27,USGS,06719505,32.0,A:e
2013-02-28,USGS,06719505,32.1,A:e
2013-03-01,USGS,06719505,32.0,A:e
2013-03-02,USGS,06719505,32.0,A:e
2013-03-03,USGS,06719505,32.0,A:e
2013-03-04,USGS,06719505,32.0,A:e
2013-03-05,USGS,06719505,32.0,A:e
2013-03-06,USGS,06719505,34.0,A:e
2013-03-07,USGS,06719505,35.2,A:e
2013-03-08,USGS,06719505,32.1,A:e
2013-03-09,USGS,06719505,32.5,A:e
2013-03-10,USGS,06719505,32.2,A:e
2013-03-11,USGS,06719505,31.6,A:e
2013-03-12,USGS,06719505,31.8,A:e
2013-03-13,USGS,06719505,33.8,A:e
2013-03-14,USGS,06719505,35.9,A:e
2013-03-15,USGS,06719505,38.2,A
2013-03-16,USGS,06719505,40.0,A
2013-03-17,USGS,06719505,36.7,A
2013-03-18,USGS,06719505,34.8,A
2013-03-19,USGS,06719505,30.1,A:e
2013-03-20,USGS,06719505,28.4,A:e
2013-03-21,USGS,06719505,31.6,A
2013-03-22,USGS,06719505,31.3,A
2013-03-23,USGS,06719505,32.6,A
2013-03-24,USGS,06719505,21.8,A
2013-03-25,USGS,06719505,27.6,A
2013-03-26,USGS,06719505,37.5,A
2013-03-27,USGS,06719505,37.3,A
2013-03-28,USGS,06719505,33.4,A
2013-03-29,USGS,06719505,33.0,A
2013-03-30,USGS,06719505,35.7,A
2013-03-31,USGS,06719505,35.6,A
2013-04-01,USGS,06719505,35.1,A
2013-04-02,USGS,06719505,40.5,A
2013-04-03,USGS,06719505,41.1,A
2013-04-04,USGS,06719505,39.6,A
2013-04-05,USGS,06719505,44.5,A
2013-04-06,USGS,06719505,45.9,A
2013-04-07,USGS,06719505,46.4,A
2013-04-08,USGS,06719505,44.2,A
2013-04-09,USGS,06719505,44.5,A
2013-04-10,USGS,06719505,36.2,A
2013-04-11,USGS,06719505,39.3,A
2013-04-12,USGS,06719505,40.0,A
2013-04-13,USGS,06719505,42.8,A
2013-04-14,USGS,06719505,45.3,A
2013-04-15,USGS,06719505,46.2,A
2013-04-16,USGS,06719505,41.8,A
2013-04-17,USGS,06719505,49.0,A
2013-04-18,USGS,06719505,39.2,A
2013-04-19,USGS,06719505,38.3,A
2013-04-20,USGS,06719505,43.8,A
2013-04-21,USGS,06719505,43.6,A
2013-04-22,USGS,06719505,49.9,A
2013-04-23,USGS,06719505,50.0,A
2013-04-24,USGS,06719505,48.3,A
2013-04-25,USGS,06719505,47.8,A
2013-04-26,USGS,06719505,50.6,A
2013-04-27,USGS,06719505,52.5,A
2013-04-28,USGS,06719505,60.7,A
2013-04-29,USGS,06719505,77.3,A
2013-04-30,USGS,06719505,103.0,A
2013-05-01,USGS,06719505,136.0,A
2013-05-02,USGS,06719505,96.1,A
2013-05-03,USGS,06719505,85.3,A
2013-05-04,USGS,06719505,91.1,A
2013-05-05,USGS,06719505,84.2,A
2013-05-06,USGS,06719505,83.3,A
2013-05-07,USGS,06719505,82.2,A
2013-05-08,USGS,06719505,95.1,A
2013-05-09,USGS,06719505,129.0,A
2013-05-10,USGS,06719505,103.0,A
2013-05-11,USGS,06719505,94.8,A
2013-05-12,USGS,06719505,105.0,A
2013-05-13,USGS,06719505,155.0,A
2013-05-14,USGS,06719505,226.0,A
2013-05-15,USGS,06719505,286.0,A
2013-05-16,USGS,06719505,327.0,A
2013-05-17,USGS,06719505,410.0,A
2013-05-18,USGS,06719505,473.0,A
2013-05-19,USGS,06719505,398.0,A
2013-05-20,USGS,06719505,349.0,A
2013-05-21,USGS,06719505,314.0,A
2013-05-22,USGS,06719505,306.0,A
2013-05-23,USGS,06719505,341.0,A
2013-05-24,USGS,06719505,424.0,A
2013-05-25,USGS,06719505,503.0,A
2013-05-26,USGS,06719505,544.0,A
2013-05-27,USGS,06719505,580.0,A
2013-05-28,USGS,06719505,601.0,A
2013-05-29,USGS,06719505,569.0,A
2013-05-30,USGS,06719505,477.0,A
2013-05-31,USGS,06719505,400.0,A
2013-06-01,USGS,06719505,351.0,A
2013-06-02,USGS,06719505,366.0,A
2013-06-03,USGS,06719505,490.0,A
2013-06-04,USGS,06719505,582.0,A
2013-06-05,USGS,06719505,677.0,A
2013-06-06,USGS,06719505,792.0,A
2013-06-07,USGS,06719505,777.0,A
2013-06-08,USGS,06719505,797.0,A
2013-06-09,USGS,06719505,882.0,A
2013-06-10,USGS,06719505,951.0,A
2013-06-11,USGS,06719505,992.0,A
2013-06-12,USGS,06719505,1070.0,A
2013-06-13,USGS,06719505,1000.0,A
2013-06-14,USGS,06719505,965.0,A
2013-06-15,USGS,06719505,944.0,A
2013-06-16,USGS,06719505,864.0,A
2013-06-17,USGS,06719505,778.0,A
2013-06-18,USGS,06719505,708.0,A
2013-06-19,USGS,06719505,703.0,A
2013-06-20,USGS,06719505,677.0,A
2013-06-21,USGS,06719505,620.0,A
2013-06-22,USGS,06719505,600.0,A
2013-06-23,USGS,06719505,541.0,A
2013-06-24,USGS,06719505,503.0,A
2013-06-25,USGS,06719505,474.0,A
2013-06-26,USGS,06719505,473.0,A
2013-06-27,USGS,06719505,475.0,A
2013-06-28,USGS,06719505,467.0,A
2013-06-29,USGS,06719505,465.0,A
2013-06-30,USGS,06719505,432.0,A
2013-07-01,USGS,06719505,433.0,A
2013-07-02,USGS,06719505,401.0,A
2013-07-03,USGS,06719505,366.0,A
2013-07-04,USGS,06719505,354.0,A
2013-07-05,USGS,06719505,335.0,A
2013-07-06,USGS,06719505,328.0,A
2013-07-07,USGS,06719505,311.0,A
2013-07-08,USGS,06719505,319.0,A
2013-07-09,USGS,06719505,291.0,A
2013-07-10,USGS,06719505,268.0,A
2013-07-11,USGS,06719505,255.0,A
2013-07-12,USGS,06719505,261.0,A
2013-07-13,USGS,06719505,289.0,A
2013-07-14,USGS,06719505,343.0,A
2013-07-15,USGS,06719505,316.0,A
2013-07-16,USGS,06719505,272.0,A
2013-07-17,USGS,06719505,240.0,A
2013-07-18,USGS,06719505,253.0,A
2013-07-19,USGS,06719505,268.0,A
2013-07-20,USGS,06719505,224.0,A
2013-07-21,USGS,06719505,197.0,A
2013-07-22,USGS,06719505,181.0,A
2013-07-23,USGS,06719505,172.0,A
2013-07-24,USGS,06719505,175.0,A
2013-07-25,USGS,06719505,196.0,A
2013-07-26,USGS,06719505,204.0,A
2013-07-27,USGS,06719505,165.0,A
2013-07-28,USGS,06719505,188.0,A
2013-07-29,USGS,06719505,180.0,A
2013-07-30,USGS,06719505,176.0,A
2013-07-31,USGS,06719505,162.0,A
2013-08-01,USGS,06719505,153.0,A
2013-08-02,USGS,06719505,148.0,A
2013-08-03,USGS,06719505,142.0,A
2013-08-04,USGS,06719505,153.0,A
2013-08-05,USGS,06719505,144.0,A
2013-08-06,USGS,06719505,136.0,A
2013-08-07,USGS,06719505,137.0,A
2013-08-08,USGS,06719505,143.0,A
2013-08-09,USGS,06719505,159.0,A
2013-08-10,USGS,06719505,166.0,A
2013-08-11,USGS,06719505,147.0,A
2013-08-12,USGS,06719505,158.0,A
2013-08-13,USGS,06719505,171.0,A
2013-08-14,USGS,06719505,163.0,A
2013-08-15,USGS,06719505,134.0,A
2013-08-16,USGS,06719505,127.0,A
2013-08-17,USGS,06719505,125.0,A
2013-08-18,USGS,06719505,108.0,A
2013-08-19,USGS,06719505,110.0,A
2013-08-20,USGS,06719505,118.0,A
2013-08-21,USGS,06719505,119.0,A
2013-08-22,USGS,06719505,109.0,A
2013-08-23,USGS,06719505,136.0,A
2013-08-24,USGS,06719505,137.0,A
2013-08-25,USGS,06719505,124.0,A
2013-08-26,USGS,06719505,121.0,A
2013-08-27,USGS,06719505,147.0,A
2013-08-28,USGS,06719505,127.0,A
2013-08-29,USGS,06719505,132.0,A
2013-08-30,USGS,06719505,158.0,A
2013-08-31,USGS,06719505,139.0,A
2013-09-01,USGS,06719505,134.0,A
2013-09-02,USGS,06719505,131.0,A
2013-09-03,USGS,06719505,117.0,A
2013-09-04,USGS,06719505,117.0,A
2013-09-05,USGS,06719505,116.0,A
2013-09-06,USGS,06719505,114.0,A
2013-09-07,USGS,06719505,115.0,A
2013-09-08,USGS,06719505,111.0,A
2013-09-09,USGS,06719505,132.0,A
2013-09-10,USGS,06719505,291.0,A
2013-09-11,USGS,06719505,326.0,A
2013-09-12,USGS,06719505,517.0,A
2013-09-13,USGS,06719505,1260.0,A
2013-09-14,USGS,06719505,892.0,A
2013-09-15,USGS,06719505,867.0,A
2013-09-16,USGS,06719505,893.0,A
2013-09-17,USGS,06719505,778.0,A
2013-09-18,USGS,06719505,694.0,A
2013-09-19,USGS,06719505,637.0,A
2013-09-20,USGS,06719505,561.0,A
2013-09-21,USGS,06719505,507.0,A
2013-09-22,USGS,06719505,469.0,A
2013-09-23,USGS,06719505,493.0,A
2013-09-24,USGS,06719505,440.0,A
2013-09-25,USGS,06719505,421.0,A
2013-09-26,USGS,06719505,387.0,A
2013-09-27,USGS,06719505,374.0,A
2013-09-28,USGS,06719505,354.0,A
2013-09-29,USGS,06719505,340.0,A
2013-09-30,USGS,06719505,314.0,A
2013-10-01,USGS,06719505,295.0,A
2013-10-02,USGS,06719505,282.0,A
2013-10-03,USGS,06719505,271.0,A
2013-10-04,USGS,06719505,286.0,A
2013-10-05,USGS,06719505,262.0,A
2013-10-06,USGS,06719505,251.0,A
2013-10-07,USGS,06719505,252.0,A
2013-10-08,USGS,06719505,262.0,A
2013-10-09,USGS,06719505,250.0,A
2013-10-10,USGS,06719505,244.0,A
2013-10-11,USGS,06719505,234.0,A
2013-10-12,USGS,06719505,223.0,A
2013-10-13,USGS,06719505,222.0,A
2013-10-14,USGS,06719505,214.0,A
2013-10-15,USGS,06719505,203.0,A
2013-10-16,USGS,06719505,198.0,A
2013-10-17,USGS,06719505,184.0,A
2013-10-18,USGS,06719505,197.0,A
2013-10-19,USGS,06719505,181.0,A
2013-10-20,USGS,06719505,187.0,A
2013-10-21,USGS,06719505,185.0,A
2013-10-22,USGS,06719505,172.0,A
2013-10-23,USGS,06719505,162.0,A
2013-10-24,USGS,06719505,155.0,A
2013-10-25,USGS,06719505,153.0,A
2013-10-26,USGS,06719505,152.0,A
2013-10-27,USGS,06719505,145.0,A
2013-10-28,USGS,06719505,144.0,A
2013-10-29,USGS,06719505,142.0,A
2013-10-30,USGS,06719505,143.0,A
2013-10-31,USGS,06719505,134.0,A
2013-11-01,USGS,06719505,133.0,A
2013-11-02,USGS,06719505,128.0,A
2013-11-03,USGS,06719505,135.0,A
2013-11-04,USGS,06719505,127.0,A
2013-11-05,USGS,06719505,124.0,A
2013-11-06,USGS,06719505,99.2,A
2013-11-07,USGS,06719505,118.0,A
2013-11-08,USGS,06719505,125.0,A
2013-11-09,USGS,06719505,114.0,A
2013-11-10,USGS,06719505,113.0,A
2013-11-11,USGS,06719505,112.0,A
2013-11-12,USGS,06719505,109.0,A
2013-11-13,USGS,06719505,104.0,A
2013-11-14,USGS,06719505,105.0,A
2013-11-15,USGS,06719505,100.0,A
2013-11-16,USGS,06719505,103.0,A
2013-11-17,USGS,06719505,97.3,A
2013-11-18,USGS,06719505,95.3,A
2013-11-19,USGS,06719505,99.7,A
2013-11-20,USGS,06719505,96.3,A
2013-11-21,USGS,06719505,97.6,A
2013-11-22,USGS,06719505,87.4,A
2013-11-23,USGS,06719505,99.3,A
2013-11-24,USGS,06719505,97.7,A
2013-11-25,USGS,06719505,97.6,A
2013-11-26,USGS,06719505,90.8,A
2013-11-27,USGS,06719505,87.2,A
2013-11-28,USGS,06719505,87.3,A
2013-11-29,USGS,06719505,87.7,A
2013-11-30,USGS,06719505,85.0,A
2013-12-01,USGS,06719505,83.4,A
2013-12-02,USGS,06719505,86.3,A
2013-12-03,USGS,06719505,77.6,A:e
2013-12-04,USGS,06719505,65.4,A:e
2013-12-05,USGS,06719505,57.2,A:e
2013-12-06,USGS,06719505,65.7,A:e
2013-12-07,USGS,06719505,69.8,A:e
2013-12-08,USGS,06719505,70.1,A:e
2013-12-09,USGS,06719505,70.1,A:e
2013-12-10,USGS,06719505,,
2013-12-11,USGS,06719505,68.8,A:e
2013-12-12,USGS,06719505,68.0,A:e
2013-12-13,USGS,06719505,68.5,A:e
2013-12-14,USGS,06719505,66.8,A:e
2013-12-15,USGS,06719505,66.8,A:e
2013-12-16,USGS,06719505,68.6,A:e
2013-12-17,USGS,06719505,69.0,A:e
2013-12-18,USGS,06719505,67.6,A:e
2013-12-19,USGS,06719505,66.6,A:e
2013-12-20,USGS,06719505,64.9,A:e
2013-12-21,USGS,06719505,64.0,A:e
2013-12-22,USGS,06719505,63.3,A:e
2013-12-23,USGS,06719505,62.4,A:e
2013-12-24,USGS,06719505,61.4,A:e
2013-12-25,USGS,06719505,58.6,A:e
2013-12-26,USGS,06719505,60.4,A:e
2013-12-27,USGS,06719505,61.1,A:e
2013-12-28,USGS,06719505,61.5,A:e
2013-12-29,USGS,06719505,60.0,A:e
2013-12-30,USGS,06719505,57.2,A:e
2013-12-31,USGS,06719505,59.2,A:e
2014-01-01,USGS,06719505,60.2,A:e
2014-01-02,USGS,06719505,59.4,A:e
2014-01-03,USGS,06719505,58.5,A:e
2014-01-04,USGS,06719505,57.4,A:e
2014-01-05,USGS,06719505,56.4,A:e
2014-01-06,USGS,06719505,57.4,A:e
2014-01-07,USGS,06719505,59.0,A:e
2014-01-08,USGS,06719505,59.7,A:e
2014-01-09,USGS,06719505,60.5,A:e
2014-01-10,USGS,06719505,61.1,A:e
2014-01-11,USGS,06719505,60.0,A:e
2014-01-12,USGS,06719505,57.8,A:e
2014-01-13,USGS,06719505,56.4,A:e
2014-01-14,USGS,06719505,58.9,A:e
2014-01-15,USGS,06719505,57.9,A:e
2014-01-16,USGS,06719505,55.9,A:e
2014-01-17,USGS,06719505,56.5,A:e
2014-01-18,USGS,06719505,55.2,A:e
2014-01-19,USGS,06719505,53.2,A:e
2014-01-20,USGS,06719505,52.6,A:e
2014-01-21,USGS,06719505,52.3,A:e
2014-01-22,USGS,06719505,52.2,A:e
2014-01-23,USGS,06719505,52.0,A:e
2014-01-24,USGS,06719505,51.8,A:e
2014-01-25,USGS,06719505,52.0,A:e
2014-01-26,USGS,06719505,52.2,A:e
2014-01-27,USGS,06719505,52.5,A:e
2014-01-28,USGS,06719505,53.4,A:e
2014-01-29,USGS,06719505,58.6,A:e
2014-01-30,USGS,06719505,58.0,A:e
2014-01-31,USGS,06719505,56.4,A:e
2014-02-01,USGS,06719505,54.6,A:e
2014-02-02,USGS,06719505,53.6,A:e
2014-02-03,USGS,06719505,53.3,A:e
2014-02-04,USGS,06719505,53.8,A:e
2014-02-05,USGS,06719505,54.5,A:e
2014-02-06,USGS,06719505,54.8,A:e
2014-02-07,USGS,06719505,54.7,A:e
2014-02-08,USGS,06719505,53.5,A:e
2014-02-09,USGS,06719505,53.2,A:e
2014-02-10,USGS,06719505,53.3,A:e
2014-02-11,USGS,06719505,53.5,A:e
2014-02-12,USGS,06719505,53.3,A:e
2014-02-13,USGS,06719505,53.5,A:e
2014-02-14,USGS,06719505,53.5,A:e
2014-02-15,USGS,06719505,53.4,A:e
2014-02-16,USGS,06719505,53.2,A:e
2014-02-17,USGS,06719505,53.0,A:e
2014-02-18,USGS,06719505,52.6,A:e
2014-02-19,USGS,06719505,52.1,A:e
2014-02-20,USGS,06719505,51.6,A:e
2014-02-21,USGS,06719505,51.1,A:e
2014-02-22,USGS,06719505,50.5,A:e
2014-02-23,USGS,06719505,49.7,A:e
2014-02-24,USGS,06719505,49.0,A:e
2014-02-25,USGS,06719505,49.0,A:e
2014-02-26,USGS,06719505,48.1,A:e
2014-02-27,USGS,06719505,48.1,A:e
2014-02-28,USGS,06719505,47.3,A:e
2014-03-01,USGS,06719505,47.2,A:e
2014-03-02,USGS,06719505,46.1,A:e
2014-03-03,USGS,06719505,45.3,A:e
2014-03-04,USGS,06719505,45.0,A:e
2014-03-05,USGS,06719505,48.3,A
2014-03-06,USGS,06719505,47.9,A
2014-03-07,USGS,06719505,53.3,A
2014-03-08,USGS,06719505,54.6,A
2014-03-09,USGS,06719505,52.8,A
2014-03-10,USGS,06719505,54.8,A
2014-03-11,USGS,06719505,57.7,A
2014-03-12,USGS,06719505,51.2,A
2014-03-13,USGS,06719505,57.6,A
2014-03-14,USGS,06719505,55.4,A
2014-03-15,USGS,06719505,55.3,A
2014-03-16,USGS,06719505,52.6,A
2014-03-17,USGS,06719505,55.1,A
2014-03-18,USGS,06719505,52.7,A
2014-03-19,USGS,06719505,49.7,A
2014-03-20,USGS,06719505,52.1,A
2014-03-21,USGS,06719505,52.2,A
2014-03-22,USGS,06719505,52.4,A
2014-03-23,USGS,06719505,50.2,A
2014-03-24,USGS,06719505,54.2,A
2014-03-25,USGS,06719505,51.3,A
2014-03-26,USGS,06719505,52.8,A
2014-03-27,USGS,06719505,62.4,A
2014-03-28,USGS,06719505,60.2,A
2014-03-29,USGS,06719505,56.3,A
2014-03-30,USGS,06719505,60.6,A
2014-03-31,USGS,06719505,64.7,A
2014-04-01,USGS,06719505,63.6,A
2014-04-02,USGS,06719505,60.4,A
2014-04-03,USGS,06719505,69.7,A
2014-04-04,USGS,06719505,61.4,A
2014-04-05,USGS,06719505,66.1,A
2014-04-06,USGS,06719505,63.4,A
2014-04-07,USGS,06719505,61.9,A
2014-04-08,USGS,06719505,59.8,A
2014-04-09,USGS,06719505,66.4,A
2014-04-10,USGS,06719505,78.8,A
2014-04-11,USGS,06719505,95.0,A
2014-04-12,USGS,06719505,115.0,A
2014-04-13,USGS,06719505,121.0,A
2014-04-14,USGS,06719505,102.0,A
2014-04-15,USGS,06719505,106.0,A
2014-04-16,USGS,06719505,102.0,A
2014-04-17,USGS,06719505,98.3,A
2014-04-18,USGS,06719505,104.0,A
2014-04-19,USGS,06719505,135.0,A
2014-04-20,USGS,06719505,179.0,A
2014-04-21,USGS,06719505,195.0,A
2014-04-22,USGS,06719505,211.0,A
2014-04-23,USGS,06719505,238.0,A
2014-04-24,USGS,06719505,253.0,A
2014-04-25,USGS,06719505,256.0,A
2014-04-26,USGS,06719505,268.0,A
2014-04-27,USGS,06719505,283.0,A
2014-04-28,USGS,06719505,256.0,A
2014-04-29,USGS,06719505,231.0,A
2014-04-30,USGS,06719505,217.0,A
2014-05-01,USGS,06719505,199.0,A
2014-05-02,USGS,06719505,185.0,A
2014-05-03,USGS,06719505,192.0,A
2014-05-04,USGS,06719505,200.0,A
2014-05-05,USGS,06719505,238.0,A
2014-05-06,USGS,06719505,254.0,A
2014-05-07,USGS,06719505,286.0,A
2014-05-08,USGS,06719505,295.0,A
2014-05-09,USGS,06719505,287.0,A
2014-05-10,USGS,06719505,282.0,A
2014-05-11,USGS,06719505,311.0,A
2014-05-12,USGS,06719505,271.0,A
2014-05-13,USGS,06719505,249.0,A
2014-05-14,USGS,06719505,241.0,A
2014-05-15,USGS,06719505,243.0,A
2014-05-16,USGS,06719505,242.0,A
2014-05-17,USGS,06719505,252.0,A
2014-05-18,USGS,06719505,283.0,A
2014-05-19,USGS,06719505,333.0,A
2014-05-20,USGS,06719505,410.0,A
2014-05-21,USGS,06719505,512.0,A
2014-05-22,USGS,06719505,636.0,A
2014-05-23,USGS,06719505,671.0,A
2014-05-24,USGS,06719505,791.0,A
2014-05-25,USGS,06719505,988.0,A
2014-05-26,USGS,06719505,914.0,A
2014-05-27,USGS,06719505,927.0,A
2014-05-28,USGS,06719505,1040.0,A
2014-05-29,USGS,06719505,1230.0,A
2014-05-30,USGS,06719505,1330.0,A
2014-05-31,USGS,06719505,1440.0,A
2014-06-01,USGS,06719505,1590.0,A
2014-06-02,USGS,06719505,1600.0,A
2014-06-03,USGS,06719505,1670.0,A
2014-06-04,USGS,06719505,1740.0,A
2014-06-05,USGS,06719505,1670.0,A
2014-06-06,USGS,06719505,1600.0,A
2014-06-07,USGS,06719505,1560.0,A
2014-06-08,USGS,06719505,1610.0,A
2014-06-09,USGS,06719505,1300.0,A
2014-06-10,USGS,06719505,1180.0,A
2014-06-11,USGS,06719505,1200.0,A
2014-06-12,USGS,06719505,1230.0,A
2014-06-13,USGS,06719505,1310.0,A
2014-06-14,USGS,06719505,1370.0,A
2014-06-15,USGS,06719505,1220.0,A
2014-06-16,USGS,06719505,1110.0,A
2014-06-17,USGS,06719505,1100.0,A
2014-06-18,USGS,06719505,1140.0,A
2014-06-19,USGS,06719505,1110.0,A
2014-06-20,USGS,06719505,1070.0,A
2014-06-21,USGS,06719505,1060.0,A
2014-06-22,USGS,06719505,991.0,A
2014-06-23,USGS,06719505,963.0,A
2014-06-24,USGS,06719505,980.0,A
2014-06-25,USGS,06719505,986.0,A
2014-06-26,USGS,06719505,989.0,A
2014-06-27,USGS,06719505,973.0,A
2014-06-28,USGS,06719505,972.0,A
2014-06-29,USGS,06719505,921.0,A
2014-06-30,USGS,06719505,944.0,A
2014-07-01,USGS,06719505,948.0,A
2014-07-02,USGS,06719505,910.0,A
2014-07-03,USGS,06719505,868.0,A
2014-07-04,USGS,06719505,893.0,A
2014-07-05,USGS,06719505,889.0,A
2014-07-06,USGS,06719505,811.0,A
2014-07-07,USGS,06719505,747.0,A
2014-07-08,USGS,06719505,761.0,A
2014-07-09,USGS,06719505,726.0,A
2014-07-10,USGS,06719505,692.0,A
2014-07-11,USGS,06719505,676.0,A
2014-07-12,USGS,06719505,671.0,A
2014-07-13,USGS,06719505,646.0,A
2014-07-14,USGS,06719505,594.0,A
2014-07-15,USGS,06719505,548.0,A
2014-07-16,USGS,06719505,537.0,A
2014-07-17,USGS,06719505,550.0,A
2014-07-18,USGS,06719505,485.0,A
2014-07-19,USGS,06719505,442.0,A
2014-07-20,USGS,06719505,416.0,A
2014-07-21,USGS,06719505,396.0,A
2014-07-22,USGS,06719505,352.0,A
2014-07-23,USGS,06719505,333.0,A
2014-07-24,USGS,06719505,319.0,A
2014-07-25,USGS,06719505,305.0,A
2014-07-26,USGS,06719505,304.0,A
2014-07-27,USGS,06719505,307.0,A
2014-07-28,USGS,06719505,298.0,A
2014-07-29,USGS,06719505,314.0,A
2014-07-30,USGS,06719505,434.0,A
2014-07-31,USGS,06719505,501.0,A
2014-08-01,USGS,06719505,399.0,A
2014-08-02,USGS,06719505,341.0,A
2014-08-03,USGS,06719505,295.0,A
2014-08-04,USGS,06719505,270.0,A
2014-08-05,USGS,06719505,293.0,A
2014-08-06,USGS,06719505,279.0,A
2014-08-07,USGS,06719505,260.0,A
2014-08-08,USGS,06719505,238.0,A
2014-08-09,USGS,06719505,222.0,A
2014-08-10,USGS,06719505,219.0,A
2014-08-11,USGS,06719505,218.0,A
2014-08-12,USGS,06719505,199.0,A
2014-08-13,USGS,06719505,192.0,A
2014-08-14,USGS,06719505,216.0,A
2014-08-15,USGS,06719505,240.0,A
2014-08-16,USGS,06719505,197.0,A
2014-08-17,USGS,06719505,183.0,A
2014-08-18,USGS,06719505,172.0,A
2014-08-19,USGS,06719505,167.0,A
2014-08-20,USGS,06719505,165.0,A
2014-08-21,USGS,06719505,158.0,A
2014-08-22,USGS,06719505,160.0,A
2014-08-23,USGS,06719505,165.0,A
2014-08-24,USGS,06719505,154.0,A
2014-08-25,USGS,06719505,145.0,A
2014-08-26,USGS,06719505,159.0,A
2014-08-27,USGS,06719505,219.0,A
2014-08-28,USGS,06719505,169.0,A
2014-08-29,USGS,06719505,165.0,A
2014-08-30,USGS,06719505,156.0,A
2014-08-31,USGS,06719505,153.0,A
2014-09-01,USGS,06719505,156.0,A
2014-09-02,USGS,06719505,140.0,A
2014-09-03,USGS,06719505,141.0,A
2014-09-04,USGS,06719505,134.0,A
2014-09-05,USGS,06719505,182.0,A
2014-09-06,USGS,06719505,169.0,A
